Id,YearBuilt,YearRemodAdd,YrSold,Time_Grg,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,SalePrice,LotShape,LandSlope,HouseStyle,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,HeatingQC,KitchenQual,FireplaceQu,GarageQual,GarageCond,PoolQC,Fence,MSZoning,Street,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,Heating,CentralAir,Functional,PavedDrive,SaleType,SaleCondition,Alley,BsmtFinType1,BsmtFinType2,GarageType,GarageFinish,MiscFeature,MasVnrType,Electrical,MSSubClass
224,1971,1971,2009,20,70.0,10500,0.0,524,180,160,864,864,0,0,864,0,0,1,0,2,1,4,0,2,576,216,0,0,0,0,0,0,3,97000,Reg,Gtl,1Story,4,6,TA,TA,TA,TA,No,Gd,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,FR2,NAmes,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Abnorml,NA,ALQ,LwQ,Detchd,Unf,NA,None,SBrkr,20
225,2003,2003,2009,6,103.0,13472,922.0,56,0,2336,2392,2392,0,0,2392,0,0,2,0,3,1,8,1,3,968,248,105,0,0,0,0,0,6,386250,Reg,Gtl,1Story,10,5,Ex,TA,Ex,TA,Gd,Ex,Ex,Ex,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Fin,NA,BrkFace,SBrkr,20
226,1971,1971,2009,18,21.0,1680,142.0,0,0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,1,280,0,0,0,0,0,0,0,5,112000,Reg,Gtl,2Story,5,5,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,RM,Pave,Lvl,AllPub,Inside,BrDale,Norm,Norm,Twnhs,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,COD,Abnorml,NA,Unf,Unf,Detchd,Unf,NA,BrkFace,SBrkr,160
227,1995,1995,2007,12,82.0,9950,290.0,565,0,638,1203,1214,1306,0,2520,0,0,2,1,4,1,9,1,3,721,224,114,0,0,0,0,0,6,290000,IR1,Gtl,2Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Abnorml,NA,GLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,60
228,1970,1970,2008,21,21.0,1869,127.0,321,0,162,483,483,504,0,987,0,0,1,1,2,1,5,0,1,280,0,0,0,0,0,0,0,9,106000,Reg,Gtl,2Story,6,6,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,RM,Pave,Lvl,AllPub,Inside,BrDale,Norm,Norm,Twnhs,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Rec,Unf,Detchd,Unf,NA,BrkFace,SBrkr,160
229,1967,1967,2010,36,70.0,8521,0.0,842,0,70,912,912,0,0,912,0,0,1,0,3,1,5,1,1,336,0,0,0,0,0,0,0,5,125000,Reg,Gtl,1Story,5,5,TA,TA,TA,TA,No,TA,TA,Fa,TA,TA,NA,MnPrv,RL,Pave,Lvl,AllPub,FR2,Sawyer,Feedr,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Detchd,Unf,NA,None,SBrkr,20
230,2005,2006,2009,4,43.0,3182,16.0,16,0,1357,1373,1555,0,0,1555,0,0,2,0,2,1,7,1,2,430,143,20,0,0,0,0,0,5,192500,Reg,Gtl,1Story,7,5,Gd,TA,Gd,TA,Av,Ex,Gd,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Fin,NA,BrkFace,SBrkr,120
231,1959,1959,2010,51,73.0,8760,220.0,0,0,1194,1194,1194,0,0,1194,1,0,1,0,3,1,6,0,1,312,0,0,120,0,0,0,0,4,148000,Reg,Gtl,1Story,6,6,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
232,1995,1996,2009,14,174.0,15138,506.0,689,0,773,1462,1490,1304,0,2794,1,0,2,1,4,1,9,1,3,810,0,146,202,0,0,0,0,7,403000,IR1,Gtl,2Story,8,5,Gd,TA,Gd,TA,No,Ex,Ex,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Fin,NA,BrkFace,SBrkr,60
233,1972,1972,2006,34,21.0,1680,297.0,0,0,483,483,483,504,0,987,0,0,1,1,2,1,5,1,1,288,0,0,0,0,0,0,0,6,94500,Reg,Gtl,2Story,6,5,TA,TA,TA,TA,No,TA,TA,Po,TA,TA,NA,NA,RM,Pave,Lvl,AllPub,Inside,BrDale,Norm,Norm,Twnhs,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,Unf,NA,BrkFace,SBrkr,160
234,1976,1976,2010,34,75.0,10650,0.0,182,712,0,894,894,0,0,894,1,0,1,0,3,1,5,0,1,308,365,0,0,0,0,0,0,2,128200,Reg,Gtl,1Story,5,6,TA,TA,TA,Gd,Av,TA,TA,NA,TA,TA,NA,MnPrv,RL,Pave,Lvl,AllPub,Corner,CollgCr,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,LwQ,ALQ,Attchd,Unf,NA,None,SBrkr,20
235,2002,2002,2010,8,73.2,7851,84.6,625,0,235,860,860,1100,0,1960,1,0,2,1,4,1,8,2,2,440,288,48,0,0,0,0,0,5,216500,Reg,Gtl,2Story,6,5,Gd,TA,Gd,TA,No,Ex,Gd,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,BuiltIn,Fin,NA,None,SBrkr,60
236,1971,1971,2008,37,21.0,1680,604.0,358,0,125,483,483,504,0,987,0,0,1,1,2,1,5,0,1,264,0,0,0,0,0,0,0,8,89500,Reg,Gtl,2Story,6,3,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,RM,Pave,Lvl,AllPub,Inside,BrDale,Norm,Norm,TwnhsE,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Detchd,Unf,NA,BrkFace,SBrkr,160
237,2004,2004,2010,6,65.0,8773,98.0,24,0,1390,1414,1414,0,0,1414,0,0,2,0,3,1,6,0,2,494,132,105,0,0,0,0,0,5,185500,Reg,Gtl,1Story,7,5,Gd,TA,Gd,TA,Av,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,FR2,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
238,1993,2003,2010,17,67.2,9453,0.0,402,0,594,996,1014,730,0,1744,0,0,2,1,3,1,7,0,2,457,370,70,0,238,0,0,0,2,194500,IR1,Gtl,2Story,7,7,Gd,TA,Gd,TA,No,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,CulDSac,SawyerW,RRNe,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,Unf,Attchd,RFn,NA,None,SBrkr,60
239,2007,2007,2007,0,93.0,12030,254.0,0,0,1694,1694,1694,0,0,1694,0,0,2,0,3,1,7,0,3,818,168,228,0,0,0,0,0,12,318000,Reg,Gtl,1Story,8,5,Ex,TA,Ex,TA,No,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,NA,Unf,Unf,Attchd,Fin,NA,BrkFace,SBrkr,20
240,1945,1950,2010,61,52.0,8741,0.0,94,0,641,735,798,689,0,1487,0,0,1,1,3,1,7,1,1,220,0,140,0,0,0,0,0,4,113000,Reg,Gtl,1.5Fin,6,4,TA,TA,TA,Fa,No,TA,TA,Gd,TA,TA,NA,MnPrv,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,LwQ,Unf,Detchd,Unf,NA,None,FuseA,50
241,2008,2008,2010,2,75.0,9000,36.0,1078,0,488,1566,1566,0,0,1566,1,0,2,0,3,1,7,0,2,750,144,168,0,0,0,0,0,4,262500,Reg,Gtl,1Story,8,5,Gd,TA,Gd,TA,Av,Ex,Gd,NA,TA,TA,NA,NA,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,Stone,SBrkr,20
242,1945,1997,2007,0,40.0,3880,0.0,329,0,357,686,866,0,0,866,0,0,1,0,2,1,4,0,0,0,58,42,0,0,0,0,0,8,110500,Reg,Gtl,1Story,5,9,TA,Gd,TA,TA,No,Gd,Gd,NA,NA,NA,NA,NA,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,NA,NA,NA,None,SBrkr,30
243,1900,1950,2006,66,63.0,5000,0.0,0,0,540,540,889,551,0,1440,0,0,1,0,3,1,6,0,1,352,0,0,77,0,0,0,0,4,79000,Reg,Gtl,1.5Fin,5,4,TA,TA,TA,TA,No,Gd,TA,NA,Fa,TA,NA,NA,RM,Pave,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,N,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,Unf,NA,None,FuseA,50
244,1980,1980,2009,29,75.0,10762,0.0,0,0,626,626,626,591,0,1217,0,0,1,1,3,1,6,1,1,288,0,28,0,0,0,0,0,4,120000,Reg,Gtl,2Story,6,6,TA,TA,Gd,TA,No,TA,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,SawyerW,Norm,Norm,TwnhsE,Gable,CompShg,Plywood,Plywood,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,RFn,NA,None,SBrkr,160
245,1994,2002,2010,16,68.4,8880,0.0,695,0,253,948,1222,888,0,2110,1,0,2,1,3,1,8,2,2,463,0,130,0,0,0,0,0,5,205000,IR1,Gtl,2Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,Fa,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,None,SBrkr,60
246,1988,1988,2006,18,80.0,10400,102.0,929,0,916,1845,1872,0,0,1872,0,1,2,0,3,1,6,1,2,604,197,39,0,0,0,0,0,6,241500,Reg,Gtl,1Story,7,5,TA,TA,Gd,TA,Av,Gd,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Fin,NA,BrkFace,SBrkr,20
247,1910,1950,2006,96,69.0,9142,0.0,0,0,1020,1020,908,1020,0,1928,0,0,2,0,4,2,9,0,1,440,0,60,112,0,0,0,0,4,137000,Reg,Gtl,2Story,6,8,TA,Fa,Fa,TA,No,Gd,Fa,NA,Po,Po,NA,NA,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,2fmCon,Gable,CompShg,AsbShng,AsbShng,Stone,GasA,N,Typ,Y,WD,Normal,Grvl,Unf,Unf,Detchd,Unf,NA,None,FuseP,190
248,1954,1954,2006,52,75.0,11310,0.0,0,0,1367,1367,1375,0,0,1375,0,0,1,0,2,1,5,1,2,451,0,30,0,0,0,0,0,6,140000,Reg,Gtl,1Story,6,5,TA,TA,TA,TA,No,Ex,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Hip,CompShg,Wd Sdng,BrkFace,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,Unf,NA,None,SBrkr,20
249,2003,2003,2007,4,72.0,11317,101.0,0,0,840,840,840,828,0,1668,0,0,2,1,3,1,8,0,2,500,144,68,0,0,0,0,0,9,180000,Reg,Gtl,2Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,RFn,NA,BrkFace,SBrkr,60
250,1958,2006,2007,49,105.6,159000,472.0,697,0,747,1444,1444,700,0,2144,0,1,2,0,4,1,7,2,2,389,0,98,0,0,0,0,500,6,277000,IR2,Sev,1.5Fin,6,7,Gd,TA,Gd,TA,Gd,Gd,Gd,TA,TA,TA,NA,NA,RL,Pave,Low,AllPub,CulDSac,ClearCr,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Rec,Unf,Attchd,Fin,Shed,BrkCmn,SBrkr,50
251,1940,1966,2010,0,55.0,5350,0.0,0,0,728,728,1306,0,0,1306,0,0,1,0,3,1,6,0,0,0,263,0,0,0,0,0,450,5,76500,IR1,Gtl,1Story,3,2,TA,Po,TA,TA,No,Ex,Fa,NA,NA,NA,NA,GdWo,RL,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Plywood,CBlock,GasA,Y,Mod,Y,WD,Normal,NA,Unf,Unf,NA,NA,Shed,None,SBrkr,30
252,2006,2007,2007,1,44.0,4750,481.0,1573,0,0,1573,1625,0,0,1625,1,1,2,0,2,1,5,1,2,538,123,0,0,0,153,0,0,12,235000,IR1,Mod,1Story,8,5,Gd,TA,Gd,TA,Gd,Ex,Gd,Gd,TA,TA,NA,NA,RM,Pave,HLS,AllPub,Inside,Crawfor,Norm,Norm,TwnhsE,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Family,NA,GLQ,Unf,Attchd,Fin,NA,Stone,SBrkr,120
253,2004,2004,2008,4,65.0,8366,0.0,0,0,798,798,798,842,0,1640,0,0,2,1,3,1,6,0,2,520,138,45,0,0,0,0,0,12,173000,IR1,Gtl,2Story,6,5,Gd,TA,Gd,TA,No,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,RFn,NA,None,SBrkr,60
254,1964,1991,2007,43,85.0,9350,108.0,270,580,452,1302,1302,0,0,1302,0,1,2,0,3,1,7,0,1,309,333,0,0,0,0,0,0,10,158000,Reg,Gtl,SLvl,6,7,TA,TA,Gd,TA,Gd,Ex,Gd,NA,TA,TA,NA,MnPrv,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Min1,Y,CWD,Normal,NA,LwQ,ALQ,Attchd,RFn,NA,BrkFace,SBrkr,80
255,1957,1957,2010,53,70.0,8400,0.0,922,0,392,1314,1314,0,0,1314,1,0,1,0,3,1,5,0,1,294,250,0,0,0,0,0,0,6,145000,Reg,Gtl,1Story,5,6,TA,Gd,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Rec,Unf,Attchd,RFn,NA,None,SBrkr,20
256,1999,1999,2006,7,66.0,8738,302.0,0,0,975,975,1005,1286,0,2291,0,0,2,1,4,1,8,1,2,429,192,0,0,0,0,0,0,2,230000,IR1,Gtl,2Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,BuiltIn,Fin,NA,BrkFace,SBrkr,60
257,2003,2003,2008,5,64.0,8791,0.0,503,0,361,864,864,864,0,1728,0,0,2,1,3,1,7,0,2,673,216,56,0,0,0,0,0,5,207500,IR1,Gtl,2Story,6,5,Gd,TA,Gd,TA,No,Ex,Gd,NA,TA,TA,NA,NA,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Rec,Unf,Attchd,RFn,NA,None,SBrkr,60
258,2006,2006,2009,3,68.0,8814,180.0,1334,0,270,1604,1604,0,0,1604,1,0,2,1,3,1,8,1,2,660,123,110,0,0,0,0,0,3,220000,Reg,Gtl,1Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Abnorml,NA,GLQ,Unf,Attchd,RFn,NA,Stone,SBrkr,20
259,2001,2001,2008,7,80.0,12435,172.0,361,0,602,963,963,829,0,1792,0,0,2,1,3,1,7,1,2,564,0,96,0,245,0,0,0,5,231500,Reg,Gtl,2Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,60
260,1956,1956,2008,52,70.0,12702,0.0,0,0,0,0,882,0,0,882,0,0,1,0,2,1,4,0,1,308,0,45,0,0,0,0,0,12,97000,Reg,Gtl,1Story,5,5,TA,TA,NA,NA,NA,Gd,TA,NA,TA,TA,NA,NA,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,Gable,CompShg,BrkFace,BrkFace,PConc,GasA,Y,Typ,Y,WD,Normal,NA,NA,NA,Detchd,Unf,NA,None,FuseA,20
261,1962,1962,2009,18,120.0,19296,399.0,672,690,0,1362,1382,0,0,1382,1,0,1,0,3,1,6,1,2,884,0,0,252,0,0,0,0,5,176000,Reg,Gtl,SLvl,6,5,TA,TA,TA,TA,Gd,TA,TA,TA,TA,TA,NA,GdWo,RL,Pave,Lvl,AllPub,Corner,NAmes,Artery,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Rec,ALQ,Attchd,Unf,NA,BrkFace,SBrkr,80
262,2007,2007,2007,0,69.0,9588,270.0,0,0,1482,1482,1482,1092,0,2574,0,0,2,1,3,1,10,1,3,868,0,148,0,0,0,0,0,11,276000,IR1,Gtl,2Story,8,5,Gd,TA,Ex,TA,No,Ex,Ex,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,CemntBd,CmentBd,PConc,GasA,Y,Typ,Y,New,Partial,NA,Unf,Unf,BuiltIn,Fin,NA,Stone,SBrkr,60
263,1977,1995,2006,28,88.0,8471,46.0,506,0,0,506,1212,0,0,1212,1,0,1,0,3,1,6,1,2,492,292,12,0,0,0,0,0,7,151000,IR1,Gtl,SLvl,6,7,TA,TA,Gd,Gd,Av,TA,TA,TA,TA,TA,NA,GdWo,RL,Pave,Lvl,AllPub,Corner,Sawyer,Norm,Norm,1Fam,Gable,CompShg,HdBoard,Plywood,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Attchd,Unf,NA,BrkFace,SBrkr,80
264,1929,2001,2010,36,50.0,5500,0.0,234,692,0,926,926,0,390,1316,1,0,1,0,3,1,6,0,2,484,0,0,0,0,0,0,0,4,130000,Reg,Gtl,1.5Fin,5,7,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,RM,Pave,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,Y,Typ,Y,WD,Normal,NA,LwQ,ALQ,Detchd,Unf,NA,None,SBrkr,50
265,1925,2004,2008,43,30.0,5232,0.0,0,0,680,680,764,0,0,764,0,0,1,0,2,1,4,0,2,504,0,0,0,0,0,0,0,6,73000,IR3,Gtl,1Story,5,5,TA,TA,Fa,TA,No,Gd,TA,NA,TA,TA,NA,NA,RM,Pave,Bnk,AllPub,Inside,OldTown,Artery,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,N,Typ,N,WD,Normal,Grvl,Unf,Unf,Detchd,Unf,NA,None,FuseP,30
266,1981,1981,2008,27,78.0,12090,210.0,588,228,606,1422,1422,0,0,1422,0,0,2,0,3,1,7,1,2,576,276,0,0,0,0,0,0,6,175500,IR1,Gtl,1Story,6,6,TA,Gd,Gd,TA,No,TA,Gd,TA,TA,TA,NA,GdPrv,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,LwQ,Attchd,Fin,NA,BrkFace,SBrkr,20
267,1997,1997,2006,9,70.0,11207,0.0,714,0,88,802,802,709,0,1511,1,0,2,1,3,1,8,1,2,413,95,75,0,0,0,0,0,6,185000,IR1,Gtl,2Story,6,5,TA,TA,Gd,TA,Av,Gd,TA,TA,TA,TA,NA,NA,RL,Pave,HLS,AllPub,FR2,Gilbert,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Fin,NA,None,SBrkr,60
268,1939,1997,2008,69,60.0,8400,0.0,378,0,342,720,1052,720,420,2192,0,0,2,1,4,1,8,1,1,240,262,24,0,0,0,0,0,7,179500,Reg,Mod,2.5Fin,5,8,TA,TA,TA,TA,No,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Bnk,AllPub,Inside,SWISU,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,Y,Typ,Y,WD,Normal,NA,LwQ,Unf,Detchd,Unf,NA,None,SBrkr,75
269,1940,1955,2008,42,71.0,6900,0.0,403,125,212,740,778,0,0,778,0,0,1,0,2,1,4,1,1,924,0,25,0,0,0,0,0,2,120500,Reg,Gtl,1Story,5,6,TA,TA,TA,TA,No,Ex,TA,Gd,Ex,Ex,NA,NA,RM,Pave,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Rec,Detchd,Fin,NA,None,SBrkr,30
270,1976,1976,2007,20,69.0,7917,174.0,751,0,392,1143,1113,0,0,1113,1,0,1,1,3,1,6,1,1,504,370,30,0,0,0,0,0,5,148000,IR1,Gtl,1Story,6,7,TA,Gd,TA,Gd,No,TA,TA,Fa,TA,Gd,NA,GdPrv,RL,Pave,Lvl,AllPub,Corner,Edwards,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
271,2006,2006,2006,0,84.0,10728,0.0,0,0,1095,1095,1095,844,0,1939,0,0,2,1,3,1,8,1,3,1053,192,51,0,0,0,0,0,8,266000,Reg,Gtl,2Story,8,5,Gd,TA,Gd,TA,Mn,Gd,Gd,Gd,TA,TA,NA,NA,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,NA,Unf,Unf,Attchd,RFn,NA,None,SBrkr,60
272,1954,2005,2008,54,73.0,39104,0.0,226,1063,96,1385,1363,0,0,1363,1,0,1,0,2,1,5,2,2,439,81,0,0,0,0,0,0,4,241500,IR1,Sev,1Story,7,7,TA,TA,Gd,TA,Gd,Ex,TA,TA,TA,TA,NA,NA,RL,Pave,Low,AllPub,CulDSac,ClearCr,Norm,Norm,1Fam,Flat,Membran,Plywood,Plywood,CBlock,GasA,Y,Mod,Y,WD,Normal,NA,LwQ,GLQ,Attchd,Unf,NA,None,SBrkr,20
273,1999,2007,2010,11,92.0,11764,348.0,524,0,628,1152,1164,1106,0,2270,0,0,2,1,4,1,9,1,3,671,132,57,0,0,0,0,0,4,290000,IR1,Gtl,2Story,8,7,Gd,TA,Gd,TA,No,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Fin,NA,BrkFace,SBrkr,60
274,1958,1988,2009,51,80.0,9600,183.0,620,620,0,1240,1632,0,0,1632,1,0,2,0,3,1,6,1,1,338,289,0,0,0,0,0,0,4,139000,Reg,Gtl,1Story,6,6,TA,TA,TA,TA,No,Gd,TA,Gd,TA,TA,NA,MnPrv,RL,Pave,Lvl,AllPub,Inside,NAmes,Feedr,Norm,1Fam,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,Y,Min1,Y,WD,Normal,NA,Rec,LwQ,Attchd,RFn,NA,BrkCmn,SBrkr,20
